"년도","월","자치구명","발생건수","사망자수","부상자수"
2007,11,"서초구",181,0,291
2007,12,"서초구",136,4,219
2007,1,"강남구",262,2,394
2007,2,"강남구",244,1,409
2007,3,"강남구",294,2,430
2007,4,"강남구",269,0,380
2007,5,"강남구",261,2,366
2007,6,"강남구",304,6,435
2007,7,"강남구",288,4,420
2007,8,"강남구",274,3,403
2007,9,"강남구",278,2,414
2007,10,"강남구",290,3,395
2007,11,"강남구",277,4,383
2007,12,"강남구",270,1,407
2007,1,"송파구",170,1,261
2007,2,"송파구",151,2,210
2007,3,"송파구",183,2,250
2007,4,"송파구",221,1,313
2007,5,"송파구",239,1,342
2007,6,"송파구",251,2,368
2007,7,"송파구",217,0,302
2007,8,"송파구",211,1,324
2007,9,"송파구",228,3,321
2007,10,"송파구",220,0,327
2007,11,"송파구",201,4,301
2007,12,"송파구",199,0,290
2007,1,"강동구",86,1,147
2007,2,"강동구",116,2,163
2007,3,"강동구",125,1,175
2007,4,"강동구",134,2,184
2007,5,"강동구",130,2,185
2007,6,"강동구",127,1,170
2007,7,"강동구",116,2,182
2007,8,"강동구",124,3,163
2007,9,"강동구",157,0,226
2007,10,"강동구",108,2,148
2007,11,"강동구",120,1,155
2007,12,"강동구",136,2,208
2008,1,"종로구",107,1,185
2008,2,"종로구",96,4,117
2008,3,"종로구",114,4,152
2008,4,"종로구",155,1,226
2008,5,"종로구",155,2,213
2008,6,"종로구",144,0,207
2008,7,"종로구",145,1,193
2008,8,"종로구",134,3,172
2008,9,"종로구",143,3,191
2008,10,"종로구",126,2,186
2008,11,"종로구",130,1,154
2008,12,"종로구",116,1,159
2008,1,"중구",69,0,99
2008,2,"중구",82,0,106
2008,3,"중구",100,1,135
2008,4,"중구",103,3,142
2008,5,"중구",138,0,207
2008,6,"중구",142,1,184
2008,7,"중구",135,1,174
2008,8,"중구",146,2,204
2008,9,"중구",125,1,159
2008,10,"중구",128,1,187
2008,11,"중구",121,2,163
2008,12,"중구",146,1,202
2008,1,"용산구",82,1,122
2008,2,"용산구",96,1,180
2008,3,"용산구",99,2,144
2008,4,"용산구",113,3,167
2008,5,"용산구",101,1,135
2008,6,"용산구",129,5,187
2008,7,"용산구",118,1,158
2008,8,"용산구",101,2,149
2008,9,"용산구",96,0,148
2008,10,"용산구",113,2,161
2008,11,"용산구",92,0,123
2008,12,"용산구",93,1,131
2008,1,"성동구",81,1,105
2008,2,"성동구",83,1,118
2008,3,"성동구",113,3,166
2008,4,"성동구",97,1,145
2008,5,"성동구",94,3,132
2008,6,"성동구",82,2,114
2008,7,"성동구",102,2,145
2008,8,"성동구",106,2,153
2008,9,"성동구",96,0,153
2008,10,"성동구",96,0,124
2008,11,"성동구",92,1,135
2008,12,"성동구",99,1,126
2008,1,"광진구",128,1,189
2008,2,"광진구",119,2,193
2008,3,"광진구",120,2,185
2008,4,"광진구",148,0,201
2008,5,"광진구",155,0,239
2008,6,"광진구",168,1,258
2008,7,"광진구",146,1,220
2008,8,"광진구",126,2,193
2008,9,"광진구",144,1,217
2008,10,"광진구",133,2,189
2008,11,"광진구",128,2,194
2008,12,"광진구",133,3,192
2008,1,"동대문구",109,2,170
2008,2,"동대문구",102,1,154
2008,3,"동대문구",137,2,199
2008,4,"동대문구",141,9,186
2008,5,"동대문구",152,4,202
2008,6,"동대문구",141,2,189
2008,7,"동대문구",146,3,199
2008,8,"동대문구",150,5,200
2008,9,"동대문구",141,7,209
2008,10,"동대문구",153,1,218
2008,11,"동대문구",167,4,244
2008,12,"동대문구",139,1,207
2008,1,"중랑구",127,1,164
2008,2,"중랑구",122,1,200
2008,3,"중랑구",157,1,234
2008,4,"중랑구",174,2,243
2008,5,"중랑구",200,2,248
2008,6,"중랑구",189,3,263
2008,7,"중랑구",195,3,254
2008,8,"중랑구",170,0,218
2008,9,"중랑구",157,1,199
2008,10,"중랑구",180,1,242
2008,11,"중랑구",207,2,277
2008,12,"중랑구",161,0,241
2008,1,"성북구",107,4,146
2008,2,"성북구",99,4,171
2008,3,"성북구",136,0,189
2008,4,"성북구",135,0,194
2008,5,"성북구",175,2,236
2008,6,"성북구",161,2,223
2008,7,"성북구",181,0,268
2008,8,"성북구",160,3,218
2008,9,"성북구",153,2,212
2008,10,"성북구",150,0,201
2008,11,"성북구",146,1,206
2008,12,"성북구",178,1,242
2008,1,"강북구",75,0,94
2008,2,"강북구",77,0,121
2008,3,"강북구",112,2,169
2008,4,"강북구",123,1,174
2008,5,"강북구",106,1,135
2008,6,"강북구",125,0,174
2008,7,"강북구",126,1,164
2008,8,"강북구",119,1,169
2008,9,"강북구",134,1,190
2008,10,"강북구",121,0,156
2008,11,"강북구",123,3,161
2008,12,"강북구",132,2,180
2008,1,"도봉구",45,1,68
2008,2,"도봉구",53,0,73
2008,3,"도봉구",98,1,153
2008,4,"도봉구",73,1,116
2008,5,"도봉구",106,1,148
2008,6,"도봉구",110,2,137
2008,7,"도봉구",80,1,108
2008,8,"도봉구",99,2,141
2008,9,"도봉구",82,3,114
2008,10,"도봉구",103,1,145
2008,11,"도봉구",93,2,140
2008,12,"도봉구",94,2,124
2008,1,"노원구",116,1,181
2008,2,"노원구",104,2,147
2008,3,"노원구",145,4,194
2008,4,"노원구",144,1,198
2008,5,"노원구",169,1,254
2008,6,"노원구",151,2,192
2008,7,"노원구",145,0,202
2008,8,"노원구",156,3,205
2008,9,"노원구",148,5,198
2008,10,"노원구",161,1,218
2008,11,"노원구",150,1,230
2008,12,"노원구",153,1,257
2008,1,"은평구",105,1,133
2008,2,"은평구",88,0,122
2008,3,"은평구",90,1,122
2008,4,"은평구",120,0,165
2008,5,"은평구",168,0,233
2008,6,"은평구",159,2,205
2008,7,"은평구",153,1,210
2008,8,"은평구",155,1,215
2008,9,"은평구",150,2,199
2008,10,"은평구",140,1,187
2008,11,"은평구",143,5,187
2008,12,"은평구",125,2,182
2008,1,"서대문구",90,4,131
2008,2,"서대문구",66,0,106
2008,3,"서대문구",85,0,130
2008,4,"서대문구",76,0,102
2008,5,"서대문구",99,2,130
2008,6,"서대문구",102,1,139
2008,7,"서대문구",83,1,117
2008,8,"서대문구",94,1,121
2008,9,"서대문구",97,2,124
2008,10,"서대문구",99,0,149
2008,11,"서대문구",89,1,112
2008,12,"서대문구",101,2,169
2008,1,"마포구",82,0,134
2008,2,"마포구",74,2,102
2008,3,"마포구",93,3,140
2008,4,"마포구",118,1,200
2008,5,"마포구",127,1,190
2008,6,"마포구",166,0,246
2008,7,"마포구",188,0,294
2008,8,"마포구",167,1,248
2008,9,"마포구",179,1,266
2008,10,"마포구",152,2,233
2008,11,"마포구",144,1,214
2008,12,"마포구",183,0,277
2008,1,"양천구",92,1,118
2008,2,"양천구",62,0,91
2008,3,"양천구",103,4,146
2008,4,"양천구",125,2,171
2008,5,"양천구",148,2,213
2008,6,"양천구",141,2,199
2008,7,"양천구",164,2,204
2008,8,"양천구",142,3,202
2008,9,"양천구",126,1,168
2008,10,"양천구",144,0,211
2008,11,"양천구",142,2,203
2008,12,"양천구",144,2,196
2008,1,"강서구",109,3,150
2008,2,"강서구",142,2,211
2008,3,"강서구",159,2,226
2008,4,"강서구",156,1,220
2008,5,"강서구",182,1,261
2008,6,"강서구",207,1,269
2008,7,"강서구",202,1,277
2008,8,"강서구",193,0,252
2008,9,"강서구",180,3,250
2008,10,"강서구",178,4,233
2008,11,"강서구",167,2,225
2008,12,"강서구",181,2,237
2008,1,"구로구",90,1,134
2008,2,"구로구",118,1,199
2008,3,"구로구",135,2,189
2008,4,"구로구",143,0,224
2008,5,"구로구",142,2,208
2008,6,"구로구",143,0,207
2008,7,"구로구",134,3,226
2008,8,"구로구",127,2,203
2008,9,"구로구",153,3,208
2008,10,"구로구",151,4,216
2008,11,"구로구",133,1,184
2008,12,"구로구",108,3,150
2008,1,"금천구",50,0,72
2008,2,"금천구",68,2,114
2008,3,"금천구",78,1,108
2008,4,"금천구",74,2,121
2008,5,"금천구",95,1,146
2008,6,"금천구",88,0,114
2008,7,"금천구",100,2,148
2008,8,"금천구",78,0,103
2008,9,"금천구",78,1,124
2008,10,"금천구",85,1,111
2008,11,"금천구",100,1,147
2008,12,"금천구",67,3,97
2008,1,"영등포구",142,5,214
2008,2,"영등포구",144,4,214
2008,3,"영등포구",175,1,293
2008,4,"영등포구",181,4,286
2008,5,"영등포구",199,3,286
2008,6,"영등포구",217,3,331
2008,7,"영등포구",214,1,315
2008,8,"영등포구",192,3,276
2008,9,"영등포구",206,6,289
2008,10,"영등포구",194,1,295
2008,11,"영등포구",172,2,237
2008,12,"영등포구",175,3,273
2008,1,"동작구",44,2,57
2008,2,"동작구",69,0,114
2008,3,"동작구",79,1,137
2008,4,"동작구",84,1,131
2008,5,"동작구",83,0,135
2008,6,"동작구",91,0,116
2008,7,"동작구",97,2,120
2008,8,"동작구",89,0,144
2008,9,"동작구",61,0,98
2008,10,"동작구",78,1,105
2008,11,"동작구",95,2,139
2008,12,"동작구",99,1,140
2008,1,"관악구",124,0,180
2008,2,"관악구",136,1,187
2008,3,"관악구",137,2,187
2008,4,"관악구",150,2,202
2008,5,"관악구",178,2,247
2008,6,"관악구",179,1,225
2008,7,"관악구",168,0,233
2008,8,"관악구",190,2,287
2008,9,"관악구",150,0,204
2008,10,"관악구",170,2,229
2008,11,"관악구",183,0,269
2008,12,"관악구",179,1,260
2008,1,"서초구",103,2,155
2008,2,"서초구",119,1,210
2008,3,"서초구",165,2,256
2008,4,"서초구",140,3,238
2008,5,"서초구",191,1,277
2008,6,"서초구",174,1,263
2008,7,"서초구",242,2,415
2008,8,"서초구",172,0,264
2008,9,"서초구",140,1,276
2008,10,"서초구",158,0,353
2008,11,"서초구",186,2,299
2008,12,"서초구",195,2,306
2008,1,"강남구",246,4,379
2008,2,"강남구",190,2,278
2008,3,"강남구",249,0,346
2008,4,"강남구",288,1,405
2008,5,"강남구",274,3,378
2008,6,"강남구",303,1,475
2008,7,"강남구",308,7,420
2008,8,"강남구",241,1,330
2008,9,"강남구",236,1,330
2008,10,"강남구",258,1,355
2008,11,"강남구",279,3,403
2008,12,"강남구",259,1,370
2008,1,"송파구",180,1,273
2008,2,"송파구",152,1,248
2008,3,"송파구",186,1,281
2008,4,"송파구",208,3,317
2008,5,"송파구",244,1,347
2008,6,"송파구",225,1,335
2008,7,"송파구",226,2,309
2008,8,"송파구",225,4,343
2008,9,"송파구",232,4,323
2008,10,"송파구",249,6,395
2008,11,"송파구",253,2,384
2008,12,"송파구",242,4,370
2008,1,"강동구",104,1,166
2008,2,"강동구",101,0,147
2008,3,"강동구",124,2,155
2008,4,"강동구",130,2,178
2008,5,"강동구",157,0,213
2008,6,"강동구",171,0,226
2008,7,"강동구",159,2,211
2008,8,"강동구",148,2,199
2008,9,"강동구",125,0,197
2008,10,"강동구",166,1,229
2008,11,"강동구",151,1,204
2008,12,"강동구",156,2,227
2009,1,"종로구",100,4,150
2009,2,"종로구",107,1,156
2009,3,"종로구",124,0,188
2009,4,"종로구",123,1,165
2009,5,"종로구",134,1,183
2009,6,"종로구",128,2,175
2009,7,"종로구",152,1,222
2009,8,"종로구",135,3,171
2009,9,"종로구",151,1,208
2009,10,"종로구",168,3,231
2009,11,"종로구",128,0,163
2009,12,"종로구",129,1,199
2009,1,"중구",98,0,156
2009,2,"중구",91,0,104
2009,3,"중구",116,1,149
2009,4,"중구",122,0,155
2009,5,"중구",138,2,187
2009,6,"중구",114,1,146
2009,7,"중구",151,3,231
2009,8,"중구",134,2,182
2009,9,"중구",172,0,231
2009,10,"중구",123,1,165
2009,11,"중구",116,2,147
2009,12,"중구",164,0,225
2009,1,"용산구",94,3,135
2009,2,"용산구",92,1,131
2009,3,"용산구",104,0,150
2009,4,"용산구",111,3,152
2009,5,"용산구",113,1,164
2009,6,"용산구",107,1,154
2009,7,"용산구",131,1,185
2009,8,"용산구",121,3,188
2009,9,"용산구",120,2,168
2009,10,"용산구",123,3,179
2009,11,"용산구",98,2,127
2009,12,"용산구",131,0,194
2009,1,"성동구",73,2,98
2009,2,"성동구",86,1,128
2009,3,"성동구",79,0,103
2009,4,"성동구",96,0,136
2009,5,"성동구",101,1,136
2009,6,"성동구",107,2,148
2009,7,"성동구",128,1,180
2009,8,"성동구",120,1,161
2009,9,"성동구",132,1,191
2009,10,"성동구",133,1,171
2009,11,"성동구",101,2,125
2009,12,"성동구",115,1,168
2009,1,"광진구",141,1,230
2009,2,"광진구",104,2,153
2009,3,"광진구",135,7,194
2009,4,"광진구",130,3,170
2009,5,"광진구",152,3,200
2009,6,"광진구",138,1,190
2009,7,"광진구",133,3,192
2009,8,"광진구",123,1,172
2009,9,"광진구",163,2,214
2009,10,"광진구",153,2,214
2009,11,"광진구",143,1,197
2009,12,"광진구",141,0,209
2009,1,"동대문구",108,4,140
2009,2,"동대문구",116,5,175
2009,3,"동대문구",181,2,228
2009,4,"동대문구",176,1,222
2009,5,"동대문구",185,3,252
2009,6,"동대문구",164,3,220
2009,7,"동대문구",190,0,261
2009,8,"동대문구",149,2,197
2009,9,"동대문구",184,2,223
2009,10,"동대문구",197,3,251
2009,11,"동대문구",182,0,234
2009,12,"동대문구",151,2,212
2009,1,"중랑구",154,2,293
2009,2,"중랑구",143,1,190
2009,3,"중랑구",181,3,245
2009,4,"중랑구",152,1,189
2009,5,"중랑구",181,2,252
2009,6,"중랑구",189,0,257
2009,7,"중랑구",165,1,239
2009,8,"중랑구",159,1,221
2009,9,"중랑구",199,0,259
2009,10,"중랑구",179,1,238
2009,11,"중랑구",163,2,216
2009,12,"중랑구",167,1,226
2009,1,"성북구",128,2,180
2009,2,"성북구",127,1,201
2009,3,"성북구",166,1,231
2009,4,"성북구",159,0,200
2009,5,"성북구",178,1,254
2009,6,"성북구",128,1,177
2009,7,"성북구",175,0,253
2009,8,"성북구",140,1,175
2009,9,"성북구",208,0,265
2009,10,"성북구",165,3,233
2009,11,"성북구",178,3,232
2009,12,"성북구",153,2,216
2009,1,"강북구",110,1,161
2009,2,"강북구",111,0,160
2009,3,"강북구",101,0,144
2009,4,"강북구",114,8,157
2009,5,"강북구",108,0,152
2009,6,"강북구",132,3,157
2009,7,"강북구",113,3,155
2009,8,"강북구",110,2,150
2009,9,"강북구",120,2,155
2009,10,"강북구",134,1,165
2009,11,"강북구",107,0,168
2009,12,"강북구",132,0,225
2009,1,"도봉구",81,2,124
2009,2,"도봉구",68,0,107
2009,3,"도봉구",80,1,124
2009,4,"도봉구",80,1,120
2009,5,"도봉구",88,0,135
2009,6,"도봉구",87,4,123
2009,7,"도봉구",82,2,108
2009,8,"도봉구",100,3,135
2009,9,"도봉구",94,2,119
2009,10,"도봉구",86,1,111
2009,11,"도봉구",66,1,100
2009,12,"도봉구",76,0,99
2009,1,"노원구",120,1,200
2009,2,"노원구",119,4,161
2009,3,"노원구",153,1,228
2009,4,"노원구",139,0,219
2009,5,"노원구",164,3,227
2009,6,"노원구",153,2,215
2009,7,"노원구",164,0,228
2009,8,"노원구",148,1,201
2009,9,"노원구",162,0,225
2009,10,"노원구",167,3,224
2009,11,"노원구",156,3,212
2009,12,"노원구",184,3,262
2009,1,"은평구",96,1,135
2009,2,"은평구",118,0,177
2009,3,"은평구",133,0,175
2009,4,"은평구",113,0,157
2009,5,"은평구",171,0,227
2009,6,"은평구",144,1,221
2009,7,"은평구",182,1,266
2009,8,"은평구",159,0,207
2009,9,"은평구",167,2,219
2009,10,"은평구",189,3,241
2009,11,"은평구",136,2,169
2009,12,"은평구",131,5,185
2009,1,"서대문구",79,2,131
2009,2,"서대문구",78,6,125
2009,3,"서대문구",107,1,158
2009,4,"서대문구",93,0,162
2009,5,"서대문구",97,3,137
2009,6,"서대문구",91,1,122
2009,7,"서대문구",114,1,151
2009,8,"서대문구",113,4,177
2009,9,"서대문구",127,4,172
2009,10,"서대문구",115,2,176
2009,11,"서대문구",102,1,140
2009,12,"서대문구",115,1,160
2009,1,"마포구",113,3,206
2009,2,"마포구",118,3,204
2009,3,"마포구",132,5,189
2009,4,"마포구",130,2,190
2009,5,"마포구",135,3,200
2009,6,"마포구",146,1,196
2009,7,"마포구",165,1,252
2009,8,"마포구",144,1,214
2009,9,"마포구",162,2,240
2009,10,"마포구",148,2,205
2009,11,"마포구",137,1,205
2009,12,"마포구",128,5,225
2009,1,"양천구",124,3,172
2009,2,"양천구",134,2,190
2009,3,"양천구",141,2,193
2009,4,"양천구",145,2,220
2009,5,"양천구",141,4,166
2009,6,"양천구",151,1,211
2009,7,"양천구",167,1,230
2009,8,"양천구",129,0,187
2009,9,"양천구",160,2,223
2009,10,"양천구",152,0,211
2009,11,"양천구",138,1,199
2009,12,"양천구",150,0,211
2009,1,"강서구",151,0,213
2009,2,"강서구",132,0,185
2009,3,"강서구",157,4,232
2009,4,"강서구",145,1,237
2009,5,"강서구",153,1,220
2009,6,"강서구",173,1,237
2009,7,"강서구",187,0,259
2009,8,"강서구",197,0,297
2009,9,"강서구",166,2,215
2009,10,"강서구",188,5,250
2009,11,"강서구",176,1,270
2009,12,"강서구",169,0,252
2009,1,"구로구",109,2,182
2009,2,"구로구",115,2,162
2009,3,"구로구",126,2,198
2009,4,"구로구",109,2,160
2009,5,"구로구",140,0,213
2009,6,"구로구",136,0,190
2009,7,"구로구",140,0,198
2009,8,"구로구",118,2,189
2009,9,"구로구",166,3,247
2009,10,"구로구",155,2,224
2009,11,"구로구",131,0,189
2009,12,"구로구",138,0,212
2009,1,"금천구",69,1,131
2009,2,"금천구",84,1,172
2009,3,"금천구",84,2,129
2009,4,"금천구",95,0,147
2009,5,"금천구",89,1,121
2009,6,"금천구",83,0,117
2009,7,"금천구",107,1,156
2009,8,"금천구",78,2,103
2009,9,"금천구",101,2,162
2009,10,"금천구",92,2,131
2009,11,"금천구",98,4,135
2009,12,"금천구",101,5,145
2009,1,"영등포구",169,2,268
2009,2,"영등포구",168,6,258
2009,3,"영등포구",156,3,219
2009,4,"영등포구",185,2,266
2009,5,"영등포구",223,4,347
2009,6,"영등포구",226,6,302
2009,7,"영등포구",202,2,301
2009,8,"영등포구",183,0,261
2009,9,"영등포구",177,2,266
2009,10,"영등포구",234,2,322
2009,11,"영등포구",205,3,296
2009,12,"영등포구",208,1,342
2009,1,"동작구",66,1,106
2009,2,"동작구",60,1,89
2009,3,"동작구",81,0,117
2009,4,"동작구",84,1,122
2009,5,"동작구",105,3,156
2009,6,"동작구",110,0,150
2009,7,"동작구",127,0,192
2009,8,"동작구",126,2,199
2009,9,"동작구",103,2,138
2009,10,"동작구",132,3,179
2009,11,"동작구",117,3,178
2009,12,"동작구",122,0,175
2009,1,"관악구",159,3,248
2009,2,"관악구",151,1,216
2009,3,"관악구",157,0,208
2009,4,"관악구",180,0,241
2009,5,"관악구",157,0,245
2009,6,"관악구",169,1,244
2009,7,"관악구",168,3,213
2009,8,"관악구",151,1,221
2009,9,"관악구",195,1,268
2009,10,"관악구",166,1,220
2009,11,"관악구",172,2,230
2009,12,"관악구",154,1,224
2009,1,"서초구",155,3,241
2009,2,"서초구",169,4,261
2009,3,"서초구",202,2,309
2009,4,"서초구",198,0,304
2009,5,"서초구",169,2,257
2009,6,"서초구",197,0,314
2009,7,"서초구",207,2,322
2009,8,"서초구",179,0,269
2009,9,"서초구",181,4,291
2009,10,"서초구",184,2,308
2009,11,"서초구",181,4,327
2009,12,"서초구",206,1,367
2009,1,"강남구",288,3,443
2009,2,"강남구",263,4,364
2009,3,"강남구",293,2,437
2009,4,"강남구",340,3,444
2009,5,"강남구",319,1,472
2009,6,"강남구",305,1,439
2009,7,"강남구",311,0,473
2009,8,"강남구",313,2,484
2009,9,"강남구",302,4,427
2009,10,"강남구",331,5,497
2009,11,"강남구",336,1,495
2009,12,"강남구",322,1,480
2009,1,"송파구",206,2,327
2009,2,"송파구",201,1,305
2009,3,"송파구",240,1,382
2009,4,"송파구",237,1,342
2009,5,"송파구",236,2,340
2009,6,"송파구",247,2,357
2009,7,"송파구",229,3,308
2009,8,"송파구",224,1,302
2009,9,"송파구",236,2,360
2009,10,"송파구",253,2,375
2009,11,"송파구",213,0,338
2009,12,"송파구",217,5,348
2009,1,"강동구",120,4,169
2009,2,"강동구",118,0,157
2009,3,"강동구",149,1,202
2009,4,"강동구",120,2,170
2009,5,"강동구",137,3,181
2009,6,"강동구",107,3,152
2009,7,"강동구",147,3,201
2009,8,"강동구",116,2,155
2009,9,"강동구",131,3,168
2009,10,"강동구",148,0,223
2009,11,"강동구",125,0,179
2009,12,"강동구",127,1,173
2010,1,"종로구",97,1,132
2010,2,"종로구",92,1,133
2010,3,"종로구",86,1,111
2010,4,"종로구",123,0,168
2010,5,"종로구",123,0,183
2010,6,"종로구",117,2,183
2010,7,"종로구",109,2,156
2010,8,"종로구",137,2,173
2010,9,"종로구",125,2,180
2010,10,"종로구",156,3,217
2010,11,"종로구",138,4,181
2010,12,"종로구",133,1,192
2010,1,"중구",108,0,165
2010,2,"중구",112,0,163
2010,3,"중구",122,0,175
2010,4,"중구",128,0,163
2010,5,"중구",136,1,172
2010,6,"중구",140,0,188
2010,7,"중구",131,0,184
2010,8,"중구",120,1,165
2010,9,"중구",129,1,182
2010,10,"중구",142,2,207
2010,11,"중구",149,1,215
2010,12,"중구",123,1,173
2010,1,"용산구",99,1,135
2010,2,"용산구",90,3,118
2010,3,"용산구",118,2,154
2010,4,"용산구",91,1,126
2010,5,"용산구",120,0,163
2010,6,"용산구",109,2,147
2010,7,"용산구",88,1,133
2010,8,"용산구",107,1,178
2010,9,"용산구",118,1,163
2010,10,"용산구",106,2,158
2010,11,"용산구",108,1,143
2010,12,"용산구",91,0,120
2010,1,"성동구",94,0,144
2010,2,"성동구",86,0,117
2010,3,"성동구",94,1,128
2010,4,"성동구",92,2,123
2010,5,"성동구",79,1,109
2010,6,"성동구",97,0,142
2010,7,"성동구",84,1,112
2010,8,"성동구",100,1,129
2010,9,"성동구",94,1,148
2010,10,"성동구",100,3,126
2010,11,"성동구",95,3,134
2010,12,"성동구",82,2,116
2010,1,"광진구",101,1,140
2010,2,"광진구",90,1,138
2010,3,"광진구",118,2,170
2010,4,"광진구",148,0,201
2010,5,"광진구",139,2,198
2010,6,"광진구",114,1,161
2010,7,"광진구",136,1,203
2010,8,"광진구",151,0,203
2010,9,"광진구",136,1,211
2010,10,"광진구",150,3,230
2010,11,"광진구",138,3,188
2010,12,"광진구",119,2,169
2010,1,"동대문구",123,2,172
2010,2,"동대문구",123,3,164
2010,3,"동대문구",162,4,202
2010,4,"동대문구",147,0,202
2010,5,"동대문구",161,2,237
2010,6,"동대문구",133,2,174
2010,7,"동대문구",148,0,207
2010,8,"동대문구",154,0,199
2010,9,"동대문구",139,3,190
2010,10,"동대문구",195,4,234
2010,11,"동대문구",193,2,277
2010,12,"동대문구",156,3,226
2010,1,"중랑구",151,0,210
2010,2,"중랑구",139,2,184
2010,3,"중랑구",157,2,225
2010,4,"중랑구",182,0,228
2010,5,"중랑구",177,2,244
2010,6,"중랑구",178,1,230
2010,7,"중랑구",166,2,214
2010,8,"중랑구",190,1,259
2010,9,"중랑구",197,2,287
2010,10,"중랑구",200,0,302
2010,11,"중랑구",178,3,235
2010,12,"중랑구",165,2,223
2010,1,"성북구",126,0,183
2010,2,"성북구",111,1,149
2010,3,"성북구",128,0,177
2010,4,"성북구",148,3,188
2010,5,"성북구",145,0,199
2010,6,"성북구",159,2,210
2010,7,"성북구",127,0,165
2010,8,"성북구",121,0,172
2010,9,"성북구",148,1,197
2010,10,"성북구",147,2,203
2010,11,"성북구",129,0,186
2010,12,"성북구",122,1,168
2010,1,"강북구",93,2,127
2010,2,"강북구",93,2,131
2010,3,"강북구",120,2,151
2010,4,"강북구",112,0,147
2010,5,"강북구",120,0,153
2010,6,"강북구",108,1,148
2010,7,"강북구",113,0,172
2010,8,"강북구",122,3,159
2010,9,"강북구",97,1,132
2010,10,"강북구",113,3,183
2010,11,"강북구",100,1,136
2010,12,"강북구",102,1,141
2010,1,"도봉구",46,0,73
2010,2,"도봉구",61,0,73
2010,3,"도봉구",79,3,100
2010,4,"도봉구",73,0,102
2010,5,"도봉구",95,1,122
2010,6,"도봉구",102,1,145
2010,7,"도봉구",87,2,130
2010,8,"도봉구",75,3,97
2010,9,"도봉구",91,0,138
2010,10,"도봉구",109,0,153
2010,11,"도봉구",80,0,106
2010,12,"도봉구",77,1,123
2010,1,"노원구",133,3,172
2010,2,"노원구",126,2,190
2010,3,"노원구",142,1,214
2010,4,"노원구",135,0,170
2010,5,"노원구",160,2,230
2010,6,"노원구",129,1,188
2010,7,"노원구",148,0,245
2010,8,"노원구",137,3,211
2010,9,"노원구",143,2,212
2010,10,"노원구",180,6,250
2010,11,"노원구",126,3,175
2010,12,"노원구",124,2,177
2010,1,"은평구",113,2,156
2010,2,"은평구",103,0,153
2010,3,"은평구",126,1,171
2010,4,"은평구",111,0,165
2010,5,"은평구",123,1,162
2010,6,"은평구",157,1,201
2010,7,"은평구",130,1,184
2010,8,"은평구",126,1,169
2010,9,"은평구",126,3,220
2010,10,"은평구",144,2,188
2010,11,"은평구",137,1,180
2010,12,"은평구",118,3,171
2010,1,"서대문구",96,1,174
2010,2,"서대문구",84,1,144
2010,3,"서대문구",79,1,120
2010,4,"서대문구",95,0,121
2010,5,"서대문구",103,0,153
2010,6,"서대문구",101,2,143
2010,7,"서대문구",110,2,153
2010,8,"서대문구",94,1,128
2010,9,"서대문구",94,2,161
2010,10,"서대문구",95,1,133
2010,11,"서대문구",100,3,149
2010,12,"서대문구",90,1,140
2010,1,"마포구",137,1,243
2010,2,"마포구",142,1,232
2010,3,"마포구",141,3,215
2010,4,"마포구",143,2,221
2010,5,"마포구",148,3,239
2010,6,"마포구",136,0,196
2010,7,"마포구",141,2,231
2010,8,"마포구",135,1,212
2010,9,"마포구",159,3,236
2010,10,"마포구",163,5,245
2010,11,"마포구",144,0,225
2010,12,"마포구",137,1,202
2010,1,"양천구",86,2,154
2010,2,"양천구",86,0,120
2010,3,"양천구",118,0,163
2010,4,"양천구",132,0,180
2010,5,"양천구",133,1,190
2010,6,"양천구",115,2,142
2010,7,"양천구",136,1,193
2010,8,"양천구",140,2,209
2010,9,"양천구",141,3,197
2010,10,"양천구",150,1,206
2010,11,"양천구",109,0,156
2010,12,"양천구",117,0,160
2010,1,"강서구",131,0,204
2010,2,"강서구",130,2,166
2010,3,"강서구",150,0,206
2010,4,"강서구",132,1,191
2010,5,"강서구",178,3,267
2010,6,"강서구",165,4,206
2010,7,"강서구",164,3,204
2010,8,"강서구",162,3,213
2010,9,"강서구",176,1,252
2010,10,"강서구",181,1,264
2010,11,"강서구",153,3,202
2010,12,"강서구",150,0,219
2010,1,"구로구",105,0,179
2010,2,"구로구",116,2,169
2010,3,"구로구",132,2,176
2010,4,"구로구",146,3,200
2010,5,"구로구",129,3,176
2010,6,"구로구",125,1,165
2010,7,"구로구",144,1,203
2010,8,"구로구",150,0,223
2010,9,"구로구",126,0,166
2010,10,"구로구",163,1,261
2010,11,"구로구",115,1,151
2010,12,"구로구",117,0,201
2010,1,"금천구",92,3,142
2010,2,"금천구",57,0,90
2010,3,"금천구",83,0,120
2010,4,"금천구",109,0,172
2010,5,"금천구",103,1,147
2010,6,"금천구",100,1,164
2010,7,"금천구",90,0,147
2010,8,"금천구",103,2,146
2010,9,"금천구",98,1,135
2010,10,"금천구",109,0,160
2010,11,"금천구",87,3,146
2010,12,"금천구",92,1,133
2010,1,"영등포구",158,2,237
2010,2,"영등포구",164,2,271
2010,3,"영등포구",194,4,302
2010,4,"영등포구",190,0,266
2010,5,"영등포구",222,1,351
2010,6,"영등포구",177,7,252
2010,7,"영등포구",216,2,282
2010,8,"영등포구",184,3,272
2010,9,"영등포구",192,2,298
2010,10,"영등포구",187,3,291
